tournament,packet,qid,bpid,part_number,answerline,plays,human_directed_n,human_directed_fraction,human_directed_correct_n,human_directed_accuracy,consulted_n,consulted_fraction,consulted_final_correct_n,consulted_final_accuracy,consult_initial_guess_present_n,abstain_n,abstain_fraction,successful_abstain_n,abstain_precision,standalone_ai_n,standalone_ai_correct_n,standalone_ai_accuracy,raw_directed_minus_ai_gap,wilson_conservative_gap,beta11_strict_adversarial_yield,coverage_aware_directed_minus_ai_gap,consulted_final_minus_ai_delta,evidence_flag,interpretation_note,adversarial_rank
combined,4,advvqa-packet4-b-P1a1EhFU5deRhjv1AWyS,advvqa-packet4-b-P1a1EhFU5deRhjv1AWyS#3,3,<b>black</b>,5,3,0.6,2,0.666667,1,0.2,0,0.0,0,1,0.2,1,1.0,10,0,0.0,0.666667,-0.069873,0.55,0.4,0.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",26
combined,4,advvqa-packet4-b-TlZYFJa3StApguWEpOkb,advvqa-packet4-b-TlZYFJa3StApguWEpOkb#1,1,<b>Red Sea</b>,5,2,0.4,2,1.0,2,0.4,1,0.5,1,1,0.2,1,1.0,10,0,0.0,1.0,0.064847,0.6875,0.4,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-TlZYFJa3StApguWEpOkb,advvqa-packet4-b-TlZYFJa3StApguWEpOkb#2,2,<b>Lake Titicaca</b>,5,1,0.2,0,0.0,1,0.2,0,0.0,0,3,0.6,3,1.0,10,0,0.0,0.0,-0.277533,0.305556,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-TlZYFJa3StApguWEpOkb,advvqa-packet4-b-TlZYFJa3StApguWEpOkb#3,3,<b>Caspian Sea</b>,5,2,0.4,2,1.0,2,0.4,0,0.0,0,1,0.2,1,1.0,10,0,0.0,1.0,0.064847,0.6875,0.4,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-UuoephrMMiqiFSr4Ycvn,advvqa-packet4-b-UuoephrMMiqiFSr4Ycvn#1,1,<b>Contralto [or alto]</b>,5,2,0.4,1,0.5,3,0.6,2,0.666667,0,0,0.0,0,,10,0,0.0,0.5,-0.183002,0.458333,0.2,0.666667,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-UuoephrMMiqiFSr4Ycvn,advvqa-packet4-b-UuoephrMMiqiFSr4Ycvn#2,2,<b>Soprano</b>,5,3,0.6,3,1.0,2,0.4,2,1.0,0,0,0.0,0,,10,9,0.9,0.1,-0.543621,0.133333,-0.3,0.1,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",116
combined,4,advvqa-packet4-b-UuoephrMMiqiFSr4Ycvn,advvqa-packet4-b-UuoephrMMiqiFSr4Ycvn#3,3,<b>Tenor</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,0,0,0.0,0,,10,6,0.6,0.4,-0.321711,0.347222,0.2,0.4,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",67
combined,4,advvqa-packet4-b-bqQk9A6lTYVfwzNnVG2N,advvqa-packet4-b-bqQk9A6lTYVfwzNnVG2N#1,1,<b>jollof rice</b>,5,2,0.4,1,0.5,1,0.2,0,0.0,0,2,0.4,2,1.0,10,0,0.0,0.5,-0.183002,0.458333,0.2,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-bqQk9A6lTYVfwzNnVG2N,advvqa-packet4-b-bqQk9A6lTYVfwzNnVG2N#2,2,<b>Mocha/Mokha/Mukha</b>,5,1,0.2,0,0.0,3,0.6,3,1.0,3,1,0.2,0,0.0,10,0,0.0,0.0,-0.277533,0.305556,0.0,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-bqQk9A6lTYVfwzNnVG2N,advvqa-packet4-b-bqQk9A6lTYVfwzNnVG2N#3,3,<b>Mediterranean Sea</b>,5,1,0.2,1,1.0,1,0.2,0,0.0,1,3,0.6,3,1.0,10,0,0.0,1.0,-0.070983,0.611111,0.2,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-eHzzmH3cGhitonhUqV84,advvqa-packet4-b-eHzzmH3cGhitonhUqV84#1,1,<b>Swan Lake</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,8,0.8,0.2,-0.3778,0.214286,0.2,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",88
combined,4,advvqa-packet4-b-eHzzmH3cGhitonhUqV84,advvqa-packet4-b-eHzzmH3cGhitonhUqV84#2,2,<b>Don Quixote</b>,5,0,0.0,0,,5,1.0,5,1.0,2,0,0.0,0,,10,5,0.5,,,0.25,-0.5,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-eHzzmH3cGhitonhUqV84,advvqa-packet4-b-eHzzmH3cGhitonhUqV84#3,3,<b>Rodeo</b>,5,2,0.4,1,0.5,3,0.6,3,1.0,1,0,0.0,0,,10,5,0.5,0.0,-0.668876,0.25,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-fIx0tZH6tM6Mgo0Pl54W,advvqa-packet4-b-fIx0tZH6tM6Mgo0Pl54W#1,1,<b>Istanbulgaria</b>,2,2,1.0,1,0.5,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.0,-0.668876,0.25,0.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-fIx0tZH6tM6Mgo0Pl54W,advvqa-packet4-b-fIx0tZH6tM6Mgo0Pl54W#2,2,<b>Chimborazores</b>,2,0,0.0,0,,2,1.0,2,1.0,0,0,0.0,0,,10,1,0.1,,,0.416667,-0.1,0.9,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-fIx0tZH6tM6Mgo0Pl54W,advvqa-packet4-b-fIx0tZH6tM6Mgo0Pl54W#3,3,<b>Banguilla</b>,2,0,0.0,0,,2,1.0,2,1.0,1,0,0.0,0,,10,1,0.1,,,0.416667,-0.1,0.9,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-hU9AyK84Jdf1Y6c0bOKp,advvqa-packet4-b-hU9AyK84Jdf1Y6c0bOKp#1,1,<b>Frida Kahlo</b>,5,3,0.6,1,0.333333,2,0.4,0,0.0,1,0,0.0,0,,10,0,0.0,0.333333,-0.216041,0.366667,0.2,0.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",48
combined,4,advvqa-packet4-b-hU9AyK84Jdf1Y6c0bOKp,advvqa-packet4-b-hU9AyK84Jdf1Y6c0bOKp#2,2,<b>George Washington</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,0,0.0,1.0,0.287985,0.785714,1.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",5
combined,4,advvqa-packet4-b-hU9AyK84Jdf1Y6c0bOKp,advvqa-packet4-b-hU9AyK84Jdf1Y6c0bOKp#3,3,<b>Mona Lisa [accept Lisa del Giocondo; accept La Gioconda]</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,0,0.0,1.0,0.287985,0.785714,1.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",6
combined,4,advvqa-packet4-b-m6WOzxh1Y7LF5nFnxAfw,advvqa-packet4-b-m6WOzxh1Y7LF5nFnxAfw#1,1,<b>Mozambique</b>,5,3,0.6,3,1.0,1,0.2,1,1.0,1,1,0.2,0,0.0,10,5,0.5,0.5,-0.324904,0.4,0.1,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",78
combined,4,advvqa-packet4-b-m6WOzxh1Y7LF5nFnxAfw,advvqa-packet4-b-m6WOzxh1Y7LF5nFnxAfw#2,2,<b>Kyrgyzstan</b>,5,0,0.0,0,,4,0.8,1,0.25,1,1,0.2,1,1.0,10,0,0.0,,,0.458333,0.0,0.25,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-m6WOzxh1Y7LF5nFnxAfw,advvqa-packet4-b-m6WOzxh1Y7LF5nFnxAfw#3,3,<b>Papua New Guinea</b>,5,3,0.6,1,0.333333,2,0.4,2,1.0,0,0,0.0,0,,10,5,0.5,-0.166667,-0.701915,0.2,-0.3,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",128
combined,4,advvqa-packet4-b-pcAndeCbBOtM2yraTYNF,advvqa-packet4-b-pcAndeCbBOtM2yraTYNF#1,1,<b>Gateway Arch</b>,5,2,0.4,0,0.0,3,0.6,1,0.333333,2,0,0.0,0,,10,4,0.4,-0.4,-0.687326,0.145833,-0.4,-0.066667,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-pcAndeCbBOtM2yraTYNF,advvqa-packet4-b-pcAndeCbBOtM2yraTYNF#2,2,<b>Christ the Redeemer</b>,5,2,0.4,1,0.5,3,0.6,2,0.666667,2,0,0.0,0,,10,4,0.4,0.1,-0.592795,0.291667,-0.2,0.266667,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-pcAndeCbBOtM2yraTYNF,advvqa-packet4-b-pcAndeCbBOtM2yraTYNF#3,3,<b>Petronas Towers (or Petronas Twin Towers)</b>,5,3,0.6,3,1.0,1,0.2,1,1.0,0,1,0.2,1,1.0,10,0,0.0,1.0,0.16097,0.733333,0.6,1.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",14
combined,4,advvqa-packet4-b-uSO62CnzwnuvORxgPL3I,advvqa-packet4-b-uSO62CnzwnuvORxgPL3I#1,1,<b>Piano</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,4,0.4,0.6,-0.121809,0.5,0.6,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",31
combined,4,advvqa-packet4-b-uSO62CnzwnuvORxgPL3I,advvqa-packet4-b-uSO62CnzwnuvORxgPL3I#2,2,<b>Violin</b>,5,4,0.8,4,1.0,1,0.2,0,0.0,0,0,0.0,0,,10,8,0.8,0.2,-0.433209,0.208333,0.0,-0.8,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",104
combined,4,advvqa-packet4-b-uSO62CnzwnuvORxgPL3I,advvqa-packet4-b-uSO62CnzwnuvORxgPL3I#3,3,<b>Cello</b>,5,2,0.4,2,1.0,2,0.4,2,1.0,0,1,0.2,1,1.0,10,4,0.4,0.6,-0.344946,0.4375,0.0,0.6,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-v634Lk5xHSat6ltEL0gf,advvqa-packet4-b-v634Lk5xHSat6ltEL0gf#1,1,"<b>Mongolia, China</b>",5,2,0.4,2,1.0,2,0.4,1,0.5,1,1,0.2,1,1.0,10,0,0.0,1.0,0.064847,0.6875,0.4,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-v634Lk5xHSat6ltEL0gf,advvqa-packet4-b-v634Lk5xHSat6ltEL0gf#2,2,"<b>Thailand, Myanmar</b>",5,0,0.0,0,,4,0.8,0,0.0,1,1,0.2,1,1.0,10,0,0.0,,,0.458333,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-v634Lk5xHSat6ltEL0gf,advvqa-packet4-b-v634Lk5xHSat6ltEL0gf#3,3,"<b>Democratic Republic of the Congo (or DRC), Zambia</b>",5,0,0.0,0,,1,0.2,0,0.0,1,4,0.8,4,1.0,10,0,0.0,,,0.458333,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,4,advvqa-packet4-b-xO8oeYpn6ZRIaYEq5q23,advvqa-packet4-b-xO8oeYpn6ZRIaYEq5q23#1,1,<b>The Phantom of the Opera</b>,5,3,0.6,3,1.0,2,0.4,2,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.324904,0.4,0.1,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",79
combined,4,advvqa-packet4-b-xO8oeYpn6ZRIaYEq5q23,advvqa-packet4-b-xO8oeYpn6ZRIaYEq5q23#2,2,<b>The Book of Mormon</b>,5,3,0.6,3,1.0,2,0.4,0,0.0,1,0,0.0,0,,10,0,0.0,1.0,0.16097,0.733333,0.6,0.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",15
combined,4,advvqa-packet4-b-xO8oeYpn6ZRIaYEq5q23,advvqa-packet4-b-xO8oeYpn6ZRIaYEq5q23#3,3,<b>Matilda</b>,5,0,0.0,0,,0,0.0,0,,0,5,1.0,5,1.0,10,0,0.0,,,0.458333,0.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-1j4d3lJUXVn2rNeT3Xrd,advvqa-packet6-b-1j4d3lJUXVn2rNeT3Xrd#1,1,<b>inauguration</b>,4,2,0.5,2,1.0,2,0.5,2,1.0,0,0,0.0,0,,10,4,0.4,0.6,-0.344946,0.4375,0.1,0.6,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-1j4d3lJUXVn2rNeT3Xrd,advvqa-packet6-b-1j4d3lJUXVn2rNeT3Xrd#2,2,<b>Amanda _Gorman_</b>,4,2,0.5,2,1.0,2,0.5,2,1.0,1,0,0.0,0,,10,7,0.7,0.3,-0.549829,0.25,-0.2,0.3,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-1j4d3lJUXVn2rNeT3Xrd,advvqa-packet6-b-1j4d3lJUXVn2rNeT3Xrd#3,3,<b>Maya _Angelou_</b>,4,2,0.5,2,1.0,2,0.5,2,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.421027,0.375,0.0,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-27fTybfQpqS2jHuBGUS3,advvqa-packet6-b-27fTybfQpqS2jHuBGUS3#1,1,<b>Mozart</b>,5,3,0.6,2,0.666667,2,0.4,2,1.0,0,0,0.0,0,,10,5,0.5,0.166667,-0.555747,0.3,-0.1,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",118
combined,6,advvqa-packet6-b-27fTybfQpqS2jHuBGUS3,advvqa-packet6-b-27fTybfQpqS2jHuBGUS3#2,2,<b>Vivaldi</b>,5,3,0.6,3,1.0,2,0.4,1,0.5,1,0,0.0,0,,10,5,0.5,0.5,-0.324904,0.4,0.1,0.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",80
combined,6,advvqa-packet6-b-27fTybfQpqS2jHuBGUS3,advvqa-packet6-b-27fTybfQpqS2jHuBGUS3#3,3,<b>Tchaikovsky</b>,5,1,0.2,1,1.0,4,0.8,0,0.0,2,0,0.0,0,,10,0,0.0,1.0,-0.070983,0.611111,0.2,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-4LZja6b3chGQMaE0m3fu,advvqa-packet6-b-4LZja6b3chGQMaE0m3fu#1,1,<b>McDonald's</b>,5,1,0.2,1,1.0,3,0.6,3,1.0,0,1,0.2,0,0.0,10,9,0.9,0.1,-0.775574,0.111111,-0.7,0.1,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-4LZja6b3chGQMaE0m3fu,advvqa-packet6-b-4LZja6b3chGQMaE0m3fu#2,2,<b>Wendy's</b>,5,2,0.4,2,1.0,3,0.6,0,0.0,2,0,0.0,0,,10,0,0.0,1.0,0.064847,0.6875,0.4,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-4LZja6b3chGQMaE0m3fu,advvqa-packet6-b-4LZja6b3chGQMaE0m3fu#3,3,<b>Burger King</b>,5,1,0.2,1,1.0,3,0.6,3,1.0,1,1,0.2,1,1.0,10,0,0.0,1.0,-0.070983,0.611111,0.2,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-9WzmiSe6YUFAFljrubkF,advvqa-packet6-b-9WzmiSe6YUFAFljrubkF#1,1,<b>Norway rat</b>,5,2,0.4,0,0.0,3,0.6,2,0.666667,1,0,0.0,0,,10,6,0.6,-0.6,-0.83182,0.104167,-0.6,0.066667,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-9WzmiSe6YUFAFljrubkF,advvqa-packet6-b-9WzmiSe6YUFAFljrubkF#2,2,<b>guinea pig</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.5,-0.197889,0.428571,0.5,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",44
combined,6,advvqa-packet6-b-9WzmiSe6YUFAFljrubkF,advvqa-packet6-b-9WzmiSe6YUFAFljrubkF#3,3,<b>Turkey</b>,5,2,0.4,2,1.0,3,0.6,2,0.666667,3,0,0.0,0,,10,5,0.5,0.5,-0.421027,0.375,-0.1,0.166667,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-9X9vNhMfNIXdhqQkaCiH,advvqa-packet6-b-9X9vNhMfNIXdhqQkaCiH#1,1,<b>MacGuffin</b>,5,5,1.0,4,0.8,0,0.0,0,,0,0,0.0,0,,10,7,0.7,0.1,-0.516674,0.238095,0.1,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",115
combined,6,advvqa-packet6-b-9X9vNhMfNIXdhqQkaCiH,advvqa-packet6-b-9X9vNhMfNIXdhqQkaCiH#2,2,<b>Office Space</b>,5,3,0.6,3,1.0,2,0.4,2,1.0,0,0,0.0,0,,10,5,0.5,0.5,-0.324904,0.4,0.1,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",81
combined,6,advvqa-packet6-b-9X9vNhMfNIXdhqQkaCiH,advvqa-packet6-b-9X9vNhMfNIXdhqQkaCiH#3,3,<b>Who Framed Roger Rabbit?</b>,5,4,0.8,3,0.75,1,0.2,1,1.0,0,0,0.0,0,,10,4,0.4,0.35,-0.386684,0.388889,0.2,0.6,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",94
combined,6,advvqa-packet6-b-Ds73TVNCf40b540Eb8jf,advvqa-packet6-b-Ds73TVNCf40b540Eb8jf#1,1,<b>Stonehenge</b>,5,1,0.2,1,1.0,2,0.4,2,1.0,0,2,0.4,2,1.0,10,4,0.4,0.6,-0.480777,0.388889,-0.2,0.6,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-Ds73TVNCf40b540Eb8jf,advvqa-packet6-b-Ds73TVNCf40b540Eb8jf#2,2,<b>_Tess_ Durbeyfield [accept Tess of the D’Urbervilles]</b>,5,4,0.8,2,0.5,1,0.2,1,1.0,0,0,0.0,0,,10,0,0.0,0.5,-0.127494,0.458333,0.4,1.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",32
combined,6,advvqa-packet6-b-Ds73TVNCf40b540Eb8jf,advvqa-packet6-b-Ds73TVNCf40b540Eb8jf#3,3,<b>Thomas _Hardy_</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,9,0.9,0.1,-0.416606,0.142857,0.1,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",103
combined,6,advvqa-packet6-b-JKzbXbLotS8SBmmMOJUg,advvqa-packet6-b-JKzbXbLotS8SBmmMOJUg#1,1,<b>Google docs</b>,5,4,0.8,4,1.0,1,0.2,0,0.0,1,0,0.0,0,,10,8,0.8,0.2,-0.433209,0.208333,0.0,-0.8,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",105
combined,6,advvqa-packet6-b-JKzbXbLotS8SBmmMOJUg,advvqa-packet6-b-JKzbXbLotS8SBmmMOJUg#2,2,<b>Google sheets</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.253298,0.416667,0.3,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",59
combined,6,advvqa-packet6-b-JKzbXbLotS8SBmmMOJUg,advvqa-packet6-b-JKzbXbLotS8SBmmMOJUg#3,3,<b>Google slides</b>,5,3,0.6,3,1.0,2,0.4,1,0.5,1,0,0.0,0,,10,1,0.1,0.9,0.034353,0.666667,0.5,0.4,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",20
combined,6,advvqa-packet6-b-KbD9Q2kqmTfqG4N0mMkB,advvqa-packet6-b-KbD9Q2kqmTfqG4N0mMkB#1,1,<b>Adam</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,0,0,0.0,0,,10,10,1.0,0.0,-0.489891,0.069444,-0.2,0.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",113
combined,6,advvqa-packet6-b-KbD9Q2kqmTfqG4N0mMkB,advvqa-packet6-b-KbD9Q2kqmTfqG4N0mMkB#2,2,<b>Joseph [accept Joseph son of Jacob]</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,0,0.0,1.0,0.287985,0.785714,1.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",7
combined,6,advvqa-packet6-b-KbD9Q2kqmTfqG4N0mMkB,advvqa-packet6-b-KbD9Q2kqmTfqG4N0mMkB#3,3,<b>Jesus</b>,5,2,0.4,2,1.0,3,0.6,2,0.666667,1,0,0.0,0,,10,5,0.5,0.5,-0.421027,0.375,-0.1,0.166667,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-P6C5mz8x6Z4d7hhm29Z3,advvqa-packet6-b-P6C5mz8x6Z4d7hhm29Z3#1,1,<b>Harvey Mudd College</b>,5,1,0.2,1,1.0,3,0.6,0,0.0,2,1,0.2,1,1.0,10,0,0.0,1.0,-0.070983,0.611111,0.2,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-P6C5mz8x6Z4d7hhm29Z3,advvqa-packet6-b-P6C5mz8x6Z4d7hhm29Z3#2,2,<b>College of William and Mary</b>,5,0,0.0,0,,5,1.0,4,0.8,3,0,0.0,0,,10,0,0.0,,,0.458333,0.0,0.8,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-P6C5mz8x6Z4d7hhm29Z3,advvqa-packet6-b-P6C5mz8x6Z4d7hhm29Z3#3,3,<b>Massachusetts Institute of Technology</b>,5,5,1.0,4,0.8,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.3,-0.387872,0.357143,0.3,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",96
combined,6,advvqa-packet6-b-PwecFuqz9PkW7w9i3h89,advvqa-packet6-b-PwecFuqz9PkW7w9i3h89#1,1,<b>Love Yourself</b>,5,0,0.0,0,,3,0.6,0,0.0,1,2,0.4,2,1.0,10,0,0.0,,,0.458333,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-PwecFuqz9PkW7w9i3h89,advvqa-packet6-b-PwecFuqz9PkW7w9i3h89#2,2,<b>Hymn for the Weekend</b>,5,1,0.2,0,0.0,3,0.6,0,0.0,0,1,0.2,1,1.0,10,0,0.0,0.0,-0.277533,0.305556,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-PwecFuqz9PkW7w9i3h89,advvqa-packet6-b-PwecFuqz9PkW7w9i3h89#3,3,<b>Only Girl (In the World)</b>,5,1,0.2,0,0.0,2,0.4,0,0.0,0,2,0.4,2,1.0,10,0,0.0,0.0,-0.277533,0.305556,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-QhxKV9V9gkaGoY3XajGy,advvqa-packet6-b-QhxKV9V9gkaGoY3XajGy#1,1,<b>Claudius</b>,5,4,0.8,1,0.25,1,0.2,1,1.0,0,0,0.0,0,,10,5,0.5,-0.25,-0.71782,0.166667,-0.3,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",130
combined,6,advvqa-packet6-b-QhxKV9V9gkaGoY3XajGy,advvqa-packet6-b-QhxKV9V9gkaGoY3XajGy#2,2,<b>Puyi</b>,5,2,0.4,1,0.5,2,0.4,0,0.0,1,1,0.2,1,1.0,10,4,0.4,0.1,-0.592795,0.291667,-0.2,-0.4,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
